"sample_id","description","category","l5x_path","predicted_bytes","actual_bytes","delta","delta_pct","controller_model","firmware_rev","date_tested","notes","error_count","warning_count","message_value","window_title"
"motioninstr_mam_n00010","10 rungs of MAM(Axis_Cip_Drive,MotionInstr1,MoveType,Position,Speed,Units per sec,AccelRate,Units per sec2,DecelRate,Units per sec2,S-Curve,AccelJerk,DecelJerk,% of Maximum,Enabled,Programmed,LockPosn,None,EventDistance[0],CalculatedData[0]) -- FIXED 2026-08-25 -- full real parameter list, not the bare 2-operand call that built as MAH/MSO's shape instead of this instruction's own and failed every rung (unmodeled predefined structure)","axis","samples/generated/axis/motioninstr_mam_n00010.L5X","0","","","","","","","","","","",""
"motioninstr_mam_n00100","100 rungs of MAM(Axis_Cip_Drive,MotionInstr1,MoveType,Position,Speed,Units per sec,AccelRate,Units per sec2,DecelRate,Units per sec2,S-Curve,AccelJerk,DecelJerk,% of Maximum,Enabled,Programmed,LockPosn,None,EventDistance[0],CalculatedData[0]) -- FIXED 2026-08-25 -- full real parameter list, not the bare 2-operand call that built as MAH/MSO's shape instead of this instruction's own and failed every rung (unmodeled predefined structure)","axis","samples/generated/axis/motioninstr_mam_n00100.L5X","0","","","","","","","","","","",""
"motioninstr_mas_n00010","10 rungs of MAS(Axis_Cip_Drive,MotionInstr1,All,No,DecelRate,Units per sec2,No,DecelJerk,% of Time) -- FIXED 2026-08-25 -- full real parameter list, not the bare 2-operand call that built as MAH/MSO's shape instead of this instruction's own and failed every rung (unmodeled predefined structure)","axis","samples/generated/axis/motioninstr_mas_n00010.L5X","0","","","","","","","","","","",""
"motioninstr_mas_n00100","100 rungs of MAS(Axis_Cip_Drive,MotionInstr1,All,No,DecelRate,Units per sec2,No,DecelJerk,% of Time) -- FIXED 2026-08-25 -- full real parameter list, not the bare 2-operand call that built as MAH/MSO's shape instead of this instruction's own and failed every rung (unmodeled predefined structure)","axis","samples/generated/axis/motioninstr_mas_n00100.L5X","0","","","","","","","","","","",""
"motioninstr_mrp_n00010","10 rungs of MRP(Axis_Cip_Drive,MotionInstr1,Absolute,Actual,0) -- FIXED 2026-08-25 -- full real parameter list, not the bare 2-operand call that built as MAH/MSO's shape instead of this instruction's own and failed every rung (unmodeled predefined structure)","axis","samples/generated/axis/motioninstr_mrp_n00010.L5X","0","","","","","","","","","","",""
"motioninstr_mrp_n00100","100 rungs of MRP(Axis_Cip_Drive,MotionInstr1,Absolute,Actual,0) -- FIXED 2026-08-25 -- full real parameter list, not the bare 2-operand call that built as MAH/MSO's shape instead of this instruction's own and failed every rung (unmodeled predefined structure)","axis","samples/generated/axis/motioninstr_mrp_n00100.L5X","0","","","","","","","","","","",""
"motioninstr_mso_n00010","10 rungs of MSO(Axis_Cip_Drive,MotionInstr1) -- corpus-confirmed call syntax (unmodeled predefined structure)","axis","samples/generated/axis/motioninstr_mso_n00010.L5X","0","42712","42712","","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - MSON10 in motioninstr_mso_n00010.ACD [1756-L81E 35.11]*"
"motioninstr_mso_n00100","100 rungs of MSO(Axis_Cip_Drive,MotionInstr1) -- corpus-confirmed call syntax (unmodeled predefined structure)","axis","samples/generated/axis/motioninstr_mso_n00100.L5X","0","48112","48112","","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - MSON100 in motioninstr_mso_n00100.ACD [1756-L81E 35.11]*"
"motioninstr_n00001","1 MOTION_INSTRUCTION tag(s) (unmodeled predefined structure)","axis","samples/generated/axis/motioninstr_n00001.L5X","0","18232","18232","","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - MotionInstrN1 in motioninstr_n00001.ACD [1756-L81E 35.11]*"
"motioninstr_n00005","5 MOTION_INSTRUCTION tag(s) (unmodeled predefined structure)","axis","samples/generated/axis/motioninstr_n00005.L5X","0","18648","18648","","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - MotionInstrN5 in motioninstr_n00005.ACD [1756-L81E 35.11]*"
"motioninstr_n00050","50 MOTION_INSTRUCTION tag(s) (unmodeled predefined structure)","axis","samples/generated/axis/motioninstr_n00050.L5X","0","23328","23328","","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - MotionInstrN50 in motioninstr_n00050.ACD [1756-L81E 35.11]*"
"sample_0001","boolpack baseline, 0 extra tags","tag","samples/generated/boolpack/sample_0001_boolpack_baseline_0bool.L5X","0","18128","18128","","5069-L306ER","35.11","2026-08-22","","0","0","0",""
"sample_0002","boolpack test, 1000 standalone BOOL tags","tag","samples/generated/boolpack/sample_0002_boolpack_1000bool.L5X","4000","114128","110128","2753.2","5069-L306ER","35.11","2026-08-22","","0","0","0",""
"cmpcpt_cmp_and_compound_n01000","1000 rungs of CMP(L0>L1&&(L2<L3)) -- boolean-expression layout sweep","logic_instr","samples/generated/logic/cmpcpt_cmp_and_compound_n01000.L5X","97872","175168","77296","78.98","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - Cmpand_compound in cmpcpt_cmp_and_compound_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cmp_duplicate_cond_n01000","1000 rungs of CMP(L0>L1&&(L0>L1)) -- boolean-expression layout sweep","logic_instr","samples/generated/logic/cmpcpt_cmp_duplicate_cond_n01000.L5X","97872","175168","77296","78.98","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - Cmpduplicate_cond in cmpcpt_cmp_duplicate_cond_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cmp_floatliteral_n01000","1000 rungs of CMP(L0>5.5) -- float/decimal literal compared against a DINT tag","logic_instr","samples/generated/logic/cmpcpt_cmp_floatliteral_n01000.L5X","97872","183168","85296","87.15","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CmpConstFloat in cmpcpt_cmp_floatliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cmp_intliteral_n01000","1000 rungs of CMP(L0>5) -- integer literal operand, vs tag-tag baseline cmpcpt_cmp_single","logic_instr","samples/generated/logic/cmpcpt_cmp_intliteral_n01000.L5X","97872","111168","13296","13.59","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CmpConstInt in cmpcpt_cmp_intliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cmp_or_compound_n01000","1000 rungs of CMP(L0>L1||(L2<L3)) -- boolean-expression layout sweep","logic_instr","samples/generated/logic/cmpcpt_cmp_or_compound_n01000.L5X","97872","175168","77296","78.98","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - Cmpor_compound in cmpcpt_cmp_or_compound_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cmp_single_n01000","1000 rungs of CMP(L0>L1) -- boolean-expression layout sweep","logic_instr","samples/generated/logic/cmpcpt_cmp_single_n01000.L5X","97872","110904","13032","13.32","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - Cmpsingle in cmpcpt_cmp_single_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_barecopy_n01000","1000 rungs of CPT(L2,L0) -- bare copy expression, no operator at all","logic_instr","samples/generated/logic/cmpcpt_cpt_barecopy_n01000.L5X","457872","106904","-350968","-76.65","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptBareCopy in cmpcpt_cpt_barecopy_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_chain6_n01000","1000 rungs of CPT(L7,L0+L1+L2+L3+L4+L5) -- 6-operand chain, vs 2-operand baseline in cmpcpt_cpt_op_add","logic_instr","samples/generated/logic/cmpcpt_cpt_chain6_n01000.L5X","457872","238904","-218968","-47.82","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptChain in cmpcpt_cpt_chain6_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_add_floatliteral_n01000","1000 rungs of CPT(R2,R0+5.5) -- float/decimal literal operand, REAL tags/dest","logic_instr","samples/generated/logic/cmpcpt_cpt_op_add_floatliteral_n01000.L5X","457872","187168","-270704","-59.12","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptConstFloat in cmpcpt_cpt_op_add_floatliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_add_intliteral_n01000","1000 rungs of CPT(L2,L0+5) -- integer literal operand, vs tag-tag baseline cmpcpt_cpt_op_add_n01000","logic_instr","samples/generated/logic/cmpcpt_cpt_op_add_intliteral_n01000.L5X","457872","143168","-314704","-68.73","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptConstInt in cmpcpt_cpt_op_add_intliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_add_n01000","1000 rungs of CPT(L2,L0+L1) -- operator layout sweep","logic_instr","samples/generated/logic/cmpcpt_cpt_op_add_n01000.L5X","457872","142904","-314968","-68.79","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptOperator in cmpcpt_cpt_op_add_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_div_floatliteral_n01000","1000 rungs of CPT(R2,R0/5.5) -- float/decimal literal operand, REAL tags/dest","logic_instr","samples/generated/logic/cmpcpt_cpt_op_div_floatliteral_n01000.L5X","457872","187168","-270704","-59.12","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptConstFloat in cmpcpt_cpt_op_div_floatliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_div_intliteral_n01000","1000 rungs of CPT(L2,L0/5) -- integer literal operand, vs tag-tag baseline cmpcpt_cpt_op_div_n01000","logic_instr","samples/generated/logic/cmpcpt_cpt_op_div_intliteral_n01000.L5X","457872","159168","-298704","-65.24","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptConstInt in cmpcpt_cpt_op_div_intliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_div_n01000","1000 rungs of CPT(L2,L0/L1) -- operator layout sweep","logic_instr","samples/generated/logic/cmpcpt_cpt_op_div_n01000.L5X","457872","158904","-298968","-65.3","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptOperator in cmpcpt_cpt_op_div_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_mul_floatliteral_n01000","1000 rungs of CPT(R2,R0*5.5) -- float/decimal literal operand, REAL tags/dest","logic_instr","samples/generated/logic/cmpcpt_cpt_op_mul_floatliteral_n01000.L5X","457872","187168","-270704","-59.12","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptConstFloat in cmpcpt_cpt_op_mul_floatliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_mul_intliteral_n01000","1000 rungs of CPT(L2,L0*5) -- integer literal operand, vs tag-tag baseline cmpcpt_cpt_op_mul_n01000","logic_instr","samples/generated/logic/cmpcpt_cpt_op_mul_intliteral_n01000.L5X","457872","159168","-298704","-65.24","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptConstInt in cmpcpt_cpt_op_mul_intliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_mul_n01000","1000 rungs of CPT(L2,L0*L1) -- operator layout sweep","logic_instr","samples/generated/logic/cmpcpt_cpt_op_mul_n01000.L5X","457872","158904","-298968","-65.3","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptOperator in cmpcpt_cpt_op_mul_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_pow_floatliteral_n01000","1000 rungs of CPT(R2,R0**5.5) -- float/decimal literal operand, REAL tags/dest","logic_instr","samples/generated/logic/cmpcpt_cpt_op_pow_floatliteral_n01000.L5X","457872","195168","-262704","-57.37","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptConstFloat in cmpcpt_cpt_op_pow_floatliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_pow_intliteral_n01000","1000 rungs of CPT(L2,L0**5) -- integer literal operand, vs tag-tag baseline cmpcpt_cpt_op_pow_n01000","logic_instr","samples/generated/logic/cmpcpt_cpt_op_pow_intliteral_n01000.L5X","457872","223168","-234704","-51.26","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptConstInt in cmpcpt_cpt_op_pow_intliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_pow_n01000","1000 rungs of CPT(L2,L0**L1) -- operator layout sweep","logic_instr","samples/generated/logic/cmpcpt_cpt_op_pow_n01000.L5X","457872","222904","-234968","-51.32","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptOperator in cmpcpt_cpt_op_pow_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_sub_floatliteral_n01000","1000 rungs of CPT(R2,R0-5.5) -- float/decimal literal operand, REAL tags/dest","logic_instr","samples/generated/logic/cmpcpt_cpt_op_sub_floatliteral_n01000.L5X","457872","187168","-270704","-59.12","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptConstFloat in cmpcpt_cpt_op_sub_floatliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_sub_intliteral_n01000","1000 rungs of CPT(L2,L0-5) -- integer literal operand, vs tag-tag baseline cmpcpt_cpt_op_sub_n01000","logic_instr","samples/generated/logic/cmpcpt_cpt_op_sub_intliteral_n01000.L5X","457872","143168","-314704","-68.73","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptConstInt in cmpcpt_cpt_op_sub_intliteral_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_op_sub_n01000","1000 rungs of CPT(L2,L0-L1) -- operator layout sweep","logic_instr","samples/generated/logic/cmpcpt_cpt_op_sub_n01000.L5X","457872","142904","-314968","-68.79","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptOperator in cmpcpt_cpt_op_sub_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_pluszero_n01000","1000 rungs of CPT(L2,L0+0) -- mathematically-redundant +0 literal operand","logic_instr","samples/generated/logic/cmpcpt_cpt_pluszero_n01000.L5X","457872","142904","-314968","-68.79","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptNoopZero in cmpcpt_cpt_pluszero_n01000.ACD [1756-L81E 35.11]*"
"cmpcpt_cpt_samematag_n01000","1000 rungs of CPT(L2,L0+L0) -- same tag referenced twice, vs distinct-tag baseline in cmpcpt_cpt_op_add","logic_instr","samples/generated/logic/cmpcpt_cpt_samematag_n01000.L5X","457872","142904","-314968","-68.79","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - CptDedup in cmpcpt_cpt_samematag_n01000.ACD [1756-L81E 35.11]*"
"indirect_direct_index_n01000","1000 rungs of MOV(Arr[literal],Dest) -- direct/literal array index","logic_instr","samples/generated/logic/indirect_direct_index_n01000.L5X","41156","54456","13300","32.32","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - IndirectDirect in indirect_direct_index_n01000.ACD [1756-L81E 35.11]*"
"indirect_tag_index_n01000","1000 rungs of MOV(Arr[Idx],Dest) -- indirect/tag-driven array index, same instruction and rung count as the direct-index baseline","logic_instr","samples/generated/logic/indirect_tag_index_n01000.L5X","41156","138456","97300","236.42","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - IndirectTag in indirect_tag_index_n01000.ACD [1756-L81E 35.11]*"
"indirect_tag_offset_index_n01000","1000 rungs of MOV(Arr[Idx+1],Dest) -- indirect index WITH an arithmetic offset, vs the bare-tag-index baseline indirect_tag_index_n01000","logic_instr","samples/generated/logic/indirect_tag_offset_index_n01000.L5X","41156","162456","121300","294.73","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - IndirectTagOffset in indirect_tag_offset_index_n01000.ACD [1756-L81E 35.11]*"
"instr_abs_n00010","10 rungs of ABS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_abs_n00010.L5X","10835","24144","13309","122.83","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrABS in instr_abs_n00010.ACD [1756-L81E 35.11]*"
"instr_abs_n00050","50 rungs of ABS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_abs_n00050.L5X","15635","28944","13309","85.12","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrABS in instr_abs_n00050.ACD [1756-L81E 35.11]*"
"instr_abs_n00100","100 rungs of ABS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_abs_n00100.L5X","21635","34944","13309","61.52","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrABS in instr_abs_n00100.ACD [1756-L81E 35.11]*"
"instr_abs_n01000","1000 rungs of ABS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_abs_n01000.L5X","129635","142944","13309","10.27","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrABS in instr_abs_n01000.ACD [1756-L81E 35.11]*"
"instr_abs_n05000","5000 rungs of ABS alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_abs_n05000.L5X","609635","622944","13309","2.18","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrABS in instr_abs_n05000.ACD [1756-L81E 35.11]*"
"instr_add_n00010","10 rungs of ADD alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_add_n00010.L5X","10035","23344","13309","132.63","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrADD in instr_add_n00010.ACD [1756-L81E 35.11]*"
"instr_add_n00050","50 rungs of ADD alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_add_n00050.L5X","11635","24944","13309","114.39","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrADD in instr_add_n00050.ACD [1756-L81E 35.11]*"
"instr_add_n00100","100 rungs of ADD alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_add_n00100.L5X","13635","26944","13309","97.61","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrADD in instr_add_n00100.ACD [1756-L81E 35.11]*"
"instr_add_n01000","1000 rungs of ADD alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_add_n01000.L5X","49635","62944","13309","26.81","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrADD in instr_add_n01000.ACD [1756-L81E 35.11]*"
"instr_add_n05000","5000 rungs of ADD alone, shared fixed tag pool","logic_instr","samples/generated/logic/instr_add_n05000.L5X","209635","222944","13309","6.35","5069-L306ER","35.11","2026-08-22","","0","0","0","Logix Designer - InstrADD in instr_add_n05000.ACD [1756-L81E 35.11]*"
